"VarName";"TimeString";"VarValue";"Validity";"Time_ms"
"15A6 - Auxiliar - S07B09 - BOB A (AV)";"04.12.2024 09:42:16";0;1;45630404356,9792
"Entradas / Sel. Loc_THS PARES 2-4-6-8";"04.12.2024 09:42:16";0;1;45630404356,9792
"Entradas / Sel. Loc_PRESION ACEITE COMPRESOR";"04.12.2024 09:42:17";11141;1;45630404368,5301
"Entradas / Sel. Loc_PRESIÓN ACEITE MD";"04.12.2024 09:42:17";9010;1;45630404368,5301
"Entradas / Sel. Loc_PRESIÓN DEPÓSITO PPAL";"04.12.2024 09:42:17";14377;1;45630404368,5301
"Entradas / Sel. Loc_PRESIÓN TUBO DE FRENO";"04.12.2024 09:42:17";25270;1;45630404368,5301
"Entradas / Sel. Loc_RPM MOTOR DIÉSEL";"04.12.2024 09:42:17";8866;1;45630404368,5301
"Entradas / Sel. Loc_TENSIÓN GENERADOR PPAL";"04.12.2024 09:42:17";2113;1;45630404368,5301
"Entradas / Sel. Loc_CORRIENTE GRUPO 2";"04.12.2024 09:42:17";2646;1;45630404368,5417
"Entradas / Sel. Loc_CORRIENTE GRUPO 1";"04.12.2024 09:42:17";2471;1;45630404368,5417
"Entradas / Sel. Loc_PRESION ACEITE COMPRESOR";"04.12.2024 09:42:18";11043;1;45630404380,1852
"Entradas / Sel. Loc_PRESIÓN ACEITE MD";"04.12.2024 09:42:18";8705;1;45630404380,1852
"Entradas / Sel. Loc_PRESIÓN DEPÓSITO PPAL";"04.12.2024 09:42:18";14367;1;45630404380,1968
"Entradas / Sel. Loc_PRESIÓN TUBO DE FRENO";"04.12.2024 09:42:18";25275;1;45630404380,1968
"Entradas / Sel. Loc_RPM MOTOR DIÉSEL";"04.12.2024 09:42:18";8704;1;45630404380,1968
"Entradas / Sel. Loc_TENSIÓN GENERADOR PPAL";"04.12.2024 09:42:18";2254;1;45630404380,1968
"Entradas / Sel. Loc_CORRIENTE GRUPO 2";"04.12.2024 09:42:18";2772;1;45630404380,1968
"Entradas / Sel. Loc_CORRIENTE GRUPO 1";"04.12.2024 09:42:18";2549;1;45630404380,1968
"Entradas / Sel. Loc_PRESION ACEITE COMPRESOR";"04.12.2024 09:42:19";11047;1;45630404391,6551
"Entradas / Sel. Loc_PRESIÓN ACEITE MD";"04.12.2024 09:42:19";8446;1;45630404391,6551
"Entradas / Sel. Loc_PRESIÓN DEPÓSITO PPAL";"04.12.2024 09:42:19";14355;1;45630404391,6551
"Entradas / Sel. Loc_PRESIÓN TUBO DE FRENO";"04.12.2024 09:42:19";25278;1;45630404391,6551
"Entradas / Sel. Loc_RPM MOTOR DIÉSEL";"04.12.2024 09:42:19";8742;1;45630404391,6667
"Entradas / Sel. Loc_TENSIÓN GENERADOR PPAL";"04.12.2024 09:42:19";2382;1;45630404391,6667
"Entradas / Sel. Loc_CORRIENTE GRUPO 2";"04.12.2024 09:42:19";2835;1;45630404391,6667
"Entradas / Sel. Loc_CORRIENTE GRUPO 1";"04.12.2024 09:42:19";2630;1;45630404391,6667
"Entradas / Sel. Loc_PRESION ACEITE COMPRESOR";"04.12.2024 09:42:20";11017;1;45630404403,206
"Entradas / Sel. Loc_PRESIÓN ACEITE MD";"04.12.2024 09:42:20";8314;1;45630404403,206
"Entradas / Sel. Loc_PRESIÓN DEPÓSITO PPAL";"04.12.2024 09:42:20";14344;1;45630404403,206
"Entradas / Sel. Loc_PRESIÓN TUBO DE FRENO";"04.12.2024 09:42:20";25282;1;45630404403,206
"Entradas / Sel. Loc_RPM MOTOR DIÉSEL";"04.12.2024 09:42:20";8894;1;45630404403,206
"Entradas / Sel. Loc_TENSIÓN GENERADOR PPAL";"04.12.2024 09:42:20";1935;1;45630404403,206
"Entradas / Sel. Loc_CORRIENTE GRUPO 2";"04.12.2024 09:42:20";2123;1;45630404403,206
"Entradas / Sel. Loc_CORRIENTE GRUPO 1";"04.12.2024 09:42:20";1968;1;45630404403,2176
"Entradas / Sel. Loc_AUXILIAR GF / SF";"04.12.2024 09:42:20";0;1;45630404403,2176
"XFB6 - Auxiliar - S07B13 - CAMPO GP (GF / BF)";"04.12.2024 09:42:20";0;1;45630404403,2176
"Entradas / Sel. Loc_AUXILIAR BF";"04.12.2024 09:42:20";0;1;45630404403,2176
"Entradas / Sel. Loc_THS 1-8 CAMPO GENERADOR";"04.12.2024 09:42:20";0;1;45630404403,2292
"Entradas / Sel. Loc_PRESION ACEITE COMPRESOR";"04.12.2024 09:42:21";11047;1;45630404414,7685
"Entradas / Sel. Loc_PRESIÓN ACEITE MD";"04.12.2024 09:42:21";8315;1;45630404414,7685
"Entradas / Sel. Loc_PRESIÓN DEPÓSITO PPAL";"04.12.2024 09:42:21";14329;1;45630404414,7685
"Entradas / Sel. Loc_PRESIÓN TUBO DE FRENO";"04.12.2024 09:42:21";25286;1;45630404414,7685
"Entradas / Sel. Loc_RPM MOTOR DIÉSEL";"04.12.2024 09:42:21";9219;1;45630404414,7685
"Entradas / Sel. Loc_TENSIÓN GENERADOR PPAL";"04.12.2024 09:42:21";979;1;45630404414,7685
"Entradas / Sel. Loc_CORRIENTE GRUPO 2";"04.12.2024 09:42:21";903;1;45630404414,7685
"Entradas / Sel. Loc_CORRIENTE GRUPO 1";"04.12.2024 09:42:21";762;1;45630404414,7801
"Entradas / Sel. Loc_PRESION ACEITE COMPRESOR";"04.12.2024 09:42:22";11086;1;45630404426,3542
"Entradas / Sel. Loc_PRESIÓN ACEITE MD";"04.12.2024 09:42:22";8285;1;45630404426,3542
"Entradas / Sel. Loc_PRESIÓN DEPÓSITO PPAL";"04.12.2024 09:42:22";14317;1;45630404426,3542
"Entradas / Sel. Loc_PRESIÓN TUBO DE FRENO";"04.12.2024 09:42:22";25288;1;45630404426,3542
"Entradas / Sel. Loc_RPM MOTOR DIÉSEL";"04.12.2024 09:42:22";9083;1;45630404426,3542
"Entradas / Sel. Loc_TENSIÓN GENERADOR PPAL";"04.12.2024 09:42:22";514;1;45630404426,3542
"Entradas / Sel. Loc_CORRIENTE GRUPO 2";"04.12.2024 09:42:22";413;1;45630404426,3542
"Entradas / Sel. Loc_CORRIENTE GRUPO 1";"04.12.2024 09:42:22";264;1;45630404426,3657
"Entradas / Sel. Loc_PRESION ACEITE COMPRESOR";"04.12.2024 09:42:23";11165;1;45630404437,9745
"Entradas / Sel. Loc_PRESIÓN ACEITE MD";"04.12.2024 09:42:23";8268;1;45630404437,9745
"Entradas / Sel. Loc_PRESIÓN DEPÓSITO PPAL";"04.12.2024 09:42:23";14306;1;45630404437,9745
"Entradas / Sel. Loc_PRESIÓN TUBO DE FRENO";"04.12.2024 09:42:23";25291;1;45630404437,9745
"Entradas / Sel. Loc_RPM MOTOR DIÉSEL";"04.12.2024 09:42:23";8992;1;45630404437,9861
"Entradas / Sel. Loc_TENSIÓN GENERADOR PPAL";"04.12.2024 09:42:23";246;1;45630404437,9861
"Entradas / Sel. Loc_CORRIENTE GRUPO 2";"04.12.2024 09:42:23";196;1;45630404437,9861
"Entradas / Sel. Loc_CORRIENTE GRUPO 1";"04.12.2024 09:42:23";25;1;45630404437,9861
"Entradas / Sel. Loc_PRESION ACEITE COMPRESOR";"04.12.2024 09:42:24";11093;1;45630404449,5602
"Entradas / Sel. Loc_PRESIÓN ACEITE MD";"04.12.2024 09:42:24";8201;1;45630404449,5602
"Entradas / Sel. Loc_PRESIÓN DEPÓSITO PPAL";"04.12.2024 09:42:24";14296;1;45630404449,5602
"Entradas / Sel. Loc_PRESIÓN CILINDRO DE FRENO";"04.12.2024 09:42:24";-24;1;45630404449,5602
"Entradas / Sel. Loc_PRESIÓN TUBO DE FRENO";"04.12.2024 09:42:24";25295;1;45630404449,5718
"Entradas / Sel. Loc_TEMPERATURA ENTRADA AGUA MD";"04.12.2024 09:42:24";594;1;45630404449,5718
"Entradas / Sel. Loc_RPM MOTOR DIÉSEL";"04.12.2024 09:42:24";8941;1;45630404449,5718
"Entradas / Sel. Loc_TENSIÓN GENERADOR PPAL";"04.12.2024 09:42:24";144;1;45630404449,5718
"Entradas / Sel. Loc_CORRIENTE GRUPO 2";"04.12.2024 09:42:24";90;1;45630404449,5718
"Entradas / Sel. Loc_CORRIENTE GRUPO 1";"04.12.2024 09:42:24";-34;1;45630404449,5718
"Entradas / Sel. Loc_PRESION ACEITE COMPRESOR";"04.12.2024 09:42:25";11170;1;45630404461,1458
"Entradas / Sel. Loc_PRESIÓN ACEITE MD";"04.12.2024 09:42:25";8162;1;45630404461,1458
"Entradas / Sel. Loc_PRESIÓN DEPÓSITO PPAL";"04.12.2024 09:42:25";14284;1;45630404461,1458
"Entradas / Sel. Loc_PRESIÓN TUBO DE FRENO";"04.12.2024 09:42:25";25297;1;45630404461,1458
"Entradas / Sel. Loc_RPM MOTOR DIÉSEL";"04.12.2024 09:42:25";8892;1;45630404461,1458
"Entradas / Sel. Loc_TENSIÓN GENERADOR PPAL";"04.12.2024 09:42:25";87;1;45630404461,1574
"Entradas / Sel. Loc_CORRIENTE GRUPO 2";"04.12.2024 09:42:25";61;1;45630404461,1574
"Entradas / Sel. Loc_CORRIENTE GRUPO 1";"04.12.2024 09:42:25";-49;1;45630404461,1574
"Entradas / Sel. Loc_PRESION ACEITE COMPRESOR";"04.12.2024 09:42:26";11223;1;45630404472,7083
"Entradas / Sel. Loc_PRESIÓN ACEITE MD";"04.12.2024 09:42:26";8095;1;45630404472,7083
"Entradas / Sel. Loc_PRESIÓN DEPÓSITO PPAL";"04.12.2024 09:42:26";14269;1;45630404472,7199
"Entradas / Sel. Loc_PRESIÓN TUBO DE FRENO";"04.12.2024 09:42:26";25300;1;45630404472,7199
"Entradas / Sel. Loc_RPM MOTOR DIÉSEL";"04.12.2024 09:42:26";8865;1;45630404472,7199
"Entradas / Sel. Loc_TENSIÓN GENERADOR PPAL";"04.12.2024 09:42:26";58;1;45630404472,7199
"Entradas / Sel. Loc_CORRIENTE GRUPO 2";"04.12.2024 09:42:26";49;1;45630404472,7199
"Entradas / Sel. Loc_CORRIENTE GRUPO 1";"04.12.2024 09:42:26";-51;1;45630404472,7199
"Entradas / Sel. Loc_PRESION ACEITE COMPRESOR";"04.12.2024 09:42:27";11137;1;45630404484,3634
"Entradas / Sel. Loc_PRESIÓN ACEITE MD";"04.12.2024 09:42:27";8079;1;45630404484,3634
"Entradas / Sel. Loc_PRESIÓN DEPÓSITO PPAL";"04.12.2024 09:42:27";14259;1;45630404484,3634
"Entradas / Sel. Loc_PRESIÓN TUBO DE FRENO";"04.12.2024 09:42:27";25299;1;45630404484,3634
"Entradas / Sel. Loc_RPM MOTOR DIÉSEL";"04.12.2024 09:42:27";8842;1;45630404484,3634
"Entradas / Sel. Loc_TENSIÓN GENERADOR PPAL";"04.12.2024 09:42:27";42;1;45630404484,375
"Entradas / Sel. Loc_CORRIENTE GRUPO 2";"04.12.2024 09:42:27";47;1;45630404484,375
"Entradas / Sel. Loc_CORRIENTE GRUPO 1";"04.12.2024 09:42:27";-53;1;45630404484,375
"Entradas / Sel. Loc_PRESION ACEITE COMPRESOR";"04.12.2024 09:42:28";11054;1;45630404495,8912
"Entradas / Sel. Loc_PRESIÓN ACEITE MD";"04.12.2024 09:42:28";8032;1;45630404495,8912
"Entradas / Sel. Loc_PRESIÓN DEPÓSITO PPAL";"04.12.2024 09:42:28";14250;1;45630404495,9028
"Entradas / Sel. Loc_PRESIÓN TUBO DE FRENO";"04.12.2024 09:42:28";25296;1;45630404495,9028
"Entradas / Sel. Loc_RPM MOTOR DIÉSEL";"04.12.2024 09:42:28";8837;1;45630404495,9028
"Entradas / Sel. Loc_TENSIÓN GENERADOR PPAL";"04.12.2024 09:42:28";30;1;45630404495,9028
"Entradas / Sel. Loc_CORRIENTE GRUPO 2";"04.12.2024 09:42:28";46;1;45630404495,9028
"Entradas / Sel. Loc_CORRIENTE GRUPO 1";"04.12.2024 09:42:28";-51;1;45630404495,9028
"Entradas / Sel. Loc_PRESION ACEITE COMPRESOR";"04.12.2024 09:42:29";11017;1;45630404507,3611
"Entradas / Sel. Loc_PRESIÓN ACEITE MD";"04.12.2024 09:42:29";8019;1;45630404507,3611
"Entradas / Sel. Loc_PRESIÓN DEPÓSITO PPAL";"04.12.2024 09:42:29";14239;1;45630404507,3611
"Entradas / Sel. Loc_PRESIÓN TUBO DE FRENO";"04.12.2024 09:42:29";25295;1;45630404507,3611
"Entradas / Sel. Loc_RPM MOTOR DIÉSEL";"04.12.2024 09:42:29";8841;1;45630404507,3611
"Entradas / Sel. Loc_TENSIÓN GENERADOR PPAL";"04.12.2024 09:42:29";24;1;45630404507,3727
"Entradas / Sel. Loc_CORRIENTE GRUPO 2";"04.12.2024 09:42:29";45;1;45630404507,3727
"Entradas / Sel. Loc_PRESION ACEITE COMPRESOR";"04.12.2024 09:42:30";11001;1;45630404518,9583
"Entradas / Sel. Loc_PRESIÓN ACEITE MD";"04.12.2024 09:42:30";7990;1;45630404518,9583
"Entradas / Sel. Loc_PRESIÓN DEPÓSITO PPAL";"04.12.2024 09:42:30";14228;1;45630404518,9583
"Entradas / Sel. Loc_PRESIÓN TUBO DE FRENO";"04.12.2024 09:42:30";25292;1;45630404518,9583
"Entradas / Sel. Loc_RPM MOTOR DIÉSEL";"04.12.2024 09:42:30";8826;1;45630404518,9583
"Entradas / Sel. Loc_TENSIÓN GENERADOR PPAL";"04.12.2024 09:42:30";20;1;45630404518,9699
"Entradas / Sel. Loc_CORRIENTE GRUPO 1";"04.12.2024 09:42:30";-53;1;45630404518,9699
"Entradas / Sel. Loc_PRESION ACEITE COMPRESOR";"04.12.2024 09:42:31";11024;1;45630404530,4514
"Entradas / Sel. Loc_PRESIÓN ACEITE MD";"04.12.2024 09:42:31";7966;1;45630404530,463
"Entradas / Sel. Loc_PRESIÓN DEPÓSITO PPAL";"04.12.2024 09:42:31";14219;1;45630404530,463
"Entradas / Sel. Loc_PRESIÓN TUBO DE FRENO";"04.12.2024 09:42:31";25289;1;45630404530,463
"Entradas / Sel. Loc_RPM MOTOR DIÉSEL";"04.12.2024 09:42:31";8832;1;45630404530,463
"Entradas / Sel. Loc_TENSIÓN GENERADOR PPAL";"04.12.2024 09:42:31";17;1;45630404530,463
"Entradas / Sel. Loc_CORRIENTE GRUPO 2";"04.12.2024 09:42:31";49;1;45630404530,463
"Entradas / Sel. Loc_CORRIENTE GRUPO 1";"04.12.2024 09:42:31";-51;1;45630404530,463
"Entradas / Sel. Loc_PRESION ACEITE COMPRESOR";"04.12.2024 09:42:32";11058;1;45630404542,1528
"Entradas / Sel. Loc_PRESIÓN ACEITE MD";"04.12.2024 09:42:32";7963;1;45630404542,1528
"Entradas / Sel. Loc_PRESIÓN DEPÓSITO PPAL";"04.12.2024 09:42:32";14207;1;45630404542,1528
"Entradas / Sel. Loc_PRESIÓN TUBO DE FRENO";"04.12.2024 09:42:32";25286;1;45630404542,1644
"Entradas / Sel. Loc_RPM MOTOR DIÉSEL";"04.12.2024 09:42:32";8826;1;45630404542,1644
"Entradas / Sel. Loc_TENSIÓN GENERADOR PPAL";"04.12.2024 09:42:32";13;1;45630404542,1644
"Entradas / Sel. Loc_CORRIENTE GRUPO 2";"04.12.2024 09:42:32";50;1;45630404542,1644
"Entradas / Sel. Loc_CORRIENTE GRUPO 1";"04.12.2024 09:42:32";-53;1;45630404542,1644
"Entradas / Sel. Loc_PRESION ACEITE COMPRESOR";"04.12.2024 09:42:33";11137;1;45630404553,75
"Entradas / Sel. Loc_PRESIÓN ACEITE MD";"04.12.2024 09:42:33";7941;1;45630404553,75
"Entradas / Sel. Loc_PRESIÓN DEPÓSITO PPAL";"04.12.2024 09:42:33";14198;1;45630404553,75
"Entradas / Sel. Loc_PRESIÓN TUBO DE FRENO";"04.12.2024 09:42:33";25284;1;45630404553,75
"Entradas / Sel. Loc_RPM MOTOR DIÉSEL";"04.12.2024 09:42:33";8832;1;45630404553,75
"Entradas / Sel. Loc_TENSIÓN GENERADOR PPAL";"04.12.2024 09:42:33";12;1;45630404553,75
"Entradas / Sel. Loc_CORRIENTE GRUPO 2";"04.12.2024 09:42:33";51;1;45630404553,75
"Entradas / Sel. Loc_CORRIENTE GRUPO 1";"04.12.2024 09:42:33";-51;1;45630404553,7616
"Entradas / Sel. Loc_PRESION ACEITE COMPRESOR";"04.12.2024 09:42:34";11084;1;45630404565,3009
